Simplified,Unicode (Simp.),Traditional,Unicode (Trad.),Pinyin,HSK Grade,JD Rank,JD Frequency,JD Percentile
眯,30511,眯,30511,mī,6,2955,2013,99.13213482
弥,24357,彌,24396,mí/mǐ/ní,6,1785,9276,96.22118958
惑,24785,惑,24785,huò/huo,6,1600,11829,95.21603112
谜,35868,謎,35598,mí,6,2471,3828,98.4213687
棉,26825,棉,26825,mián,6,1967,7416,97.0041635
疫,30123,疫,30123,yì,6,1791,9202,96.24981276
勉,21193,勉,21193,miǎn,6,2078,6398,97.39868606
绘,32472,繪,32362,huì/guì,6,1809,9039,96.33453348
瞄,30596,瞄,30596,miáo,6,2565,3383,98.59783428
渺,28218,渺,28218,miǎo,6,2966,1980,99.14350357
藐,34256,藐,34256,miǎo/mò,6,3755,750,99.65913421
亡,20129,亡,20129,wáng/wú,6,957,33917,88.42032159
蔑,34065,蔑,34065,miè,6,2575,3330,98.61512333
捷,25463,捷,25463,jié/qiè/chā,6,1789,9225,96.24029564
誉,35465,譽,35709,yù,6,1676,10683,95.65966119
膜,33180,膜,33180,mó,6,1945,7694,96.9182242
磨,30952,磨,30952,mó/mo/mò,6,1537,13082,94.81221212
魔,39764,魔,39764,mó,6,1180,22835,91.61714358
抹,25273,抹,25273,mǒ/mā/mò,6,2087,6299,97.4281702
莫,33707,莫,33707,mò/mo/mù,6,955,34097,88.38519363
墨,22696,墨,22696,mò/mèi,6,1493,13959,94.50316375
睹,30585,睹,30585,dǔ,6,2568,3346,98.60304141
沐,27792,沐,27792,mù,6,3464,1072,99.52286779
浴,28020,浴,28020,yù,6,2290,4911,98.01413219
辕,36757,轅,36677,yuán,6,3831,675,99.6872158
辙,36761,轍,36685,zhé,6,3208,1466,99.35681542
涵,28085,涵,28085,hán/hàn,6,2330,4681,98.11318853
拟,25311,擬,25836,nǐ,6,1541,12885,94.83895213
逆,36870,逆,36870,nì,6,1975,7339,97.03471067
捏,25423,捏,25423,niē,6,2472,3824,98.42334488
凝,20957,凝,20957,níng,6,1631,11409,95.40239469
拧,25319,擰,25840,níng,6,3178,1529,99.33352753
纽,32445,紐,32016,niǔ,6,1767,9466,96.13398777
奴,22900,奴,22900,nú,6,1402,15917,93.80223412
隶,38582,隸,38584,lì,6,1801,9100,96.29707896
虐,34384,虐,34384,nüè,6,2665,2979,98.76167688
挪,25386,挪,25386,nuó,6,2204,5500,97.7831804
哦,21734,哦,21734,ò,6,1913,7980,96.78820623
殴,27572,毆,27590,ōu/kōu/qū,6,3354,1221,99.45827533
呕,21589,嘔,22036,ōu/ǒu/òu/xū/chū/ou,6,2855,2292,99.02081827
趴,36276,趴,36276,pā,6,2977,1942,99.15464133
斥,26021,斥,26021,chì/chè/zhè,6,1857,8464,96.5502644
徘,24472,徘,24472,pái,6,3084,1695,99.25541236
徊,24458,徊,24458,huái/huí,6,3003,1885,99.1803457
遣,36963,遣,36963,qiǎn/qiàn,6,1780,9335,96.19716269
攀,25856,攀,25856,pān,6,2439,3998,98.35695298
旋,26059,旋,26059,xuán/xuàn,6,1383,16441,93.64385498
畔,30036,畔,30036,pàn,6,2833,2378,98.99420745
庞,24222,龐,40848,páng/lóng,6,1849,8531,96.51515608
抛,25243,抛,25243,pāo,6,1692,10477,95.74715394
沫,27819,沫,27819,mò/mo,6,2495,3731,98.46819046
烹,28921,烹,28921,pēng,6,3461,1074,99.52120477
饪,39274,饪,39274,rèn,6,4491,330,99.85463919
劈,21128,劈,21128,pī,6,2487,3759,98.45270551
惫,24811,憊,24970,bèi,6,3007,1879,99.18423451
倦,20518,倦,20518,juàn,6,2329,4682,98.11076946
屁,23617,屁,23617,pì,6,2295,4884,98.02678826
譬,35692,譬,35692,pì,6,2441,3985,98.36107383
偏,20559,偏,20559,piān,6,1204,21877,91.89456727
僻,20731,僻,20731,pì,6,2827,2391,98.98680967
浮,28014,浮,28014,fú,6,1462,14717,94.27362898
撇,25735,撇,25735,piě,6,2882,2219,99.05229358
贫,36139,貧,36007,pín,6,1359,17263,93.4344645
庸,24248,庸,24248,yōng/yóng,6,2148,5835,97.61922308
屏,23631,屏,23631,píng/bǐng/bìng/bīng,6,1891,8208,96.69643707
坡,22369,坡,22369,pō,6,1550,12758,94.89855554
颇,39047,頗,38935,pō,6,1560,12605,94.96402395
魄,39748,魄,39748,pò/bó/tuò,6,2511,3664,98.4987583
扑,25169,撲,25778,pū,6,1509,13748,94.61768902
铺,38138,鋪,37610,"pù, pū",6,1613,11654,95.29502638
朴,26420,樸,27192,pǔ/pú,6,2092,6261,97.44439829
瀑,28689,瀑,28689,pù/bào/bó,6,3195,1497,99.34685336
凄,20932,淒,28114,qī/qiàn,6,2352,4552,98.16566186
欺,27450,欺,27450,qī,6,1699,10418,95.78495833
协,21327,協,21332,xié,6,735,50123,83.71127208
旗,26071,旗,26071,qí,6,1407,15665,93.84284568
袍,34957,袍,34957,páo/bào,6,2324,4710,98.09865033
帜,24092,幟,24159,zhì,6,2813,2452,98.96933096
乞,20062,乞,20062,qǐ/qì,6,2429,4073,98.33607589
丐,19984,丐,19984,gài,6,2606,3201,98.66738374
岂,23682,豈,35912,qǐ/kǎi,6,1726,10036,95.92751454
蒙,33945,蒙,33945,méng/mēng/měng,6,1039,29019,89.74713383
迄,36804,迄,36804,qì,6,2549,3496,98.56938164
掐,25488,掐,25488,qiā,6,3494,1042,99.5392566
洽,27965,洽,27965,qià/hé,6,3039,1809,99.21482354
恰,24688,恰,24688,qià,6,1308,18420,92.96497451
徙,24473,徙,24473,xǐ/sī,6,3411,1131,99.49278779
牵,29301,牽,29309,qiān,6,1679,10641,95.67618642
扯,25199,扯,25199,chě/che,6,2084,6325,97.41839934
逊,36874,遜,36956,xùn,6,1697,10444,95.77418336
潜,28508,潛,28507,qián,6,1112,25452,90.7666124
谴,35892,譴,35700,qiǎn,6,2527,3619,98.52889411
劫,21163,劫,21163,jié,6,1825,8752,96.40795934
梁,26753,梁,26753,liáng/liang,6,1416,15387,93.91526847
窍,31373,竅,31429,qiào,6,3020,1856,99.1967867
翘,32728,翹,32761,qiào,6,2992,1909,99.16956505
锲,38194,锲,38194,qiè,6,4771,231,99.89464301
钦,38054,欽,27453,qīn/qìn/yín,6,2147,5840,97.61620764
侵,20405,侵,20405,qīn/qǐn,6,1086,26466,90.4185142
俭,20461,儉,20745,jiǎn,6,2891,2193,99.06256262
倾,20542,傾,20670,qīng/qǐng,6,1260,19849,92.49288818
澈,28552,澈,28552,chè,6,3365,1202,99.46516201
晰,26224,晰,26224,xī,6,2220,5412,97.82821254
柬,26604,柬,26604,jiǎn,6,3047,1772,99.22224509
帖,24086,帖,24086,tiè/tiě/tiē,6,2892,2191,99.06369489
丘,19992,丘,19992,qiū,6,1929,7886,96.85380021
陵,38517,陵,38517,líng,6,1965,7436,96.99649699
曲,26354,曲,26354,qū/qǔ,6,1066,27401,90.14107345
驱,39537,驅,39493,qū,6,1511,13692,94.63186186
渠,28192,渠,28192,qú/jù,6,2315,4769,98.07664614
缔,32532,締,32224,dì,6,2688,2897,98.79659812
赴,36212,赴,36212,fù,6,1843,8594,96.48862278
犬,29356,犬,29356,quǎn,6,2649,3042,98.73677869
陷,38519,陷,38519,xiàn,6,1262,19703,92.51327794
瘸,30264,瘸,30264,qué,6,3943,609,99.72425534
嚷,22199,嚷,22199,rǎng,6,2256,5138,97.925964
饶,39286,饒,39250,ráo,6,2266,5079,97.95232056
恕,24661,恕,24661,shù,6,2314,4779,98.07418159
惹,24825,惹,24825,rě/ruò,6,2272,5018,97.96793987
祸,31096,禍,31117,huò,6,1870,8336,96.60664359
盈,30408,盈,30408,yíng,6,2111,6142,97.50520994
眶,30518,眶,30518,kuàng,6,3191,1511,99.34374903
仁,20161,仁,20161,rén,6,1360,17263,93.44338576
溶,28342,溶,28342,róng,6,2278,4998,97.98345841
揉,25545,揉,25545,róu,6,2818,2427,98.97562799
儒,20754,儒,20754,rú,6,2006,7004,97.14933051
若,33509,若,33509,ruò/ré/rè,6,651,60736,81.32829211
撒,25746,撒,25746,sā/sǎ,6,1445,15003,94.14286219
谎,35854,謊,35594,huǎng,6,2207,5481,97.79169082
嫂,23234,嫂,23234,sǎo/sao,6,2142,5863,97.60109167
啥,21861,啥,21861,shá,6,2082,6331,97.41186098
筛,31579,篩,31721,shāi/shī,6,3388,1166,99.47919583
烁,28865,爍,29197,shuò/luò/yuè,6,2702,2847,98.8173982
擅,25797,擅,25797,shàn,6,2377,4372,98.22288755
筋,31563,筋,31563,jīn/qián,6,2252,5170,97.91533579
捎,25422,捎,25422,shāo,6,3603,913,99.59425649
梢,26786,梢,26786,shāo,6,2785,2555,98.93315394
哨,21736,哨,21736,shào,6,2383,4354,98.23640561
奢,22882,奢,22882,shē,6,2708,2835,98.82620267
侈,20360,侈,20360,chǐ,6,3081,1703,99.25278192
舌,33292,舌,33292,shé/guā,6,1958,7511,96.96946965
氏,27663,氏,27663,shì/zhī/jīng,6,1500,13868,94.55345522
呻,21627,呻,21627,shēn,6,2929,2092,99.10455968
吟,21535,吟,21535,yín/yǐn/jìn,6,2015,6916,97.18164044
绅,32453,紳,32051,shēn,6,2554,3472,98.5783675
圣,22307,聖,32854,shèng,6,960,33620,88.47252154
仙,20185,仙,20185,xian/xiān/xiǎn,6,1255,20051,92.44145618
审,23457,審,23529,shěn/pán,6,746,48862,83.99340628
渗,28183,滲,28402,shèn/sēn/qīn/lín,6,2520,3647,98.51575744
疏,30095,疏,30095,shū,6,1897,8101,96.72171252
肖,32918,肖,32918,xiào/xiāo,6,2019,6899,97.19591042
锈,38152,鏽,37885,xiù,6,3366,1198,99.46578112
牲,29298,牲,29298,shēng,6,1582,12107,95.10484945
畜,30044,畜,30044,chù/xù,6,2030,6821,97.23488067
尸,23608,屍,23629,shī/shì,6,1517,13609,94.67421602
野,37326,野,37326,yě/shù,6,845,40681,86.27069852
逝,36893,逝,36893,shì,6,2102,6182,97.47655938
缚,32538,縛,32283,fù,6,2577,3326,98.61856305
竖,31446,豎,35918,shù,6,2505,3698,98.48735699
耍,32781,耍,32781,shuǎ,6,2260,5109,97.93654466
衰,34928,衰,34928,shuāi/suō/cuī,6,1702,10367,95.80105773
涮,28078,涮,28078,shuàn/shuā,6,4527,313,99.86060134
胞,32990,胞,32990,bāo/páo/pào,6,1341,17702,93.27162912
爽,29245,爽,29245,shuǎng/shuāng,6,2378,4368,98.22514487
泥,27877,泥,27877,ní/nì/nǐ/niè/nìng,6,1499,13874,94.54628844
瞬,30636,瞬,30636,shùn,6,2114,6119,97.51471414
斯,26031,斯,26031,sī/shǐ,6,168,240900,52.18143636
肢,32930,肢,32930,zhī/shì,6,2335,4651,98.12524668
寺,23546,寺,23546,sì/shì,6,1892,8200,96.70067471
庙,24217,廟,24287,miào,6,1889,8220,96.68794836
饲,39282,飼,39164,sì,6,1971,7399,97.01946499
惮,24814,憚,24986,dàn/dá/chǎn,6,3601,916,99.5933118
耸,32824,聳,32883,sǒng,6,2163,5758,97.66410173
艘,33368,艘,33368,sōu,6,1470,14438,94.333913
苏,33487,蘇,34311,sū,6,590,68487,79.28478932
讼,35772,訟,35359,sòng,6,1862,8410,96.572081
隧,38567,隧,38567,suì/zhuì,6,3342,1252,99.45062071
塌,22604,塌,22604,tā,6,2465,3839,98.40948729
塔,22612,塔,22612,tǎ,6,1030,29454,89.61107516
泰,27888,泰,27888,tài,6,1318,18069,93.05905679
贪,36138,貪,36010,tān,6,1874,8304,96.62382566
婪,23146,婪,23146,lán/lǎn,6,3112,1642,99.27960721
摊,25674,攤,25892,tān,6,2154,5798,97.63725061
瘫,30251,癱,30321,tān,6,2823,2399,98.98185938
痪,30186,瘓,30227,huàn,6,3128,1611,99.29304362
叹,21497,歎,27470,tàn,6,1299,18587,92.87894942
倘,20504,倘,20504,tǎng/cháng,6,2118,6072,97.52732473
掏,25487,掏,25487,tāo,6,2218,5416,97.82261782
滔,28372,滔,28372,tāo,6,2760,2642,98.89956704
陶,38518,陶,38518,táo/yáo/dào,6,1601,11821,95.22214004
瓷,29943,瓷,29943,cí,6,2285,4955,98.00141979
汰,27760,汰,27760,tài,6,2969,1968,99.14655829
伦,20262,倫,20523,lún,6,970,32822,88.64436965
堂,22530,堂,22530,táng/tang,6,980,32367,88.81276408
田,30000,田,30000,tián,6,778,45886,84.77963905
径,24452,徑,24465,jìng/jīng,6,1307,18428,92.95545532
舔,33300,舔,33300,tiǎn,6,3348,1236,99.45446869
剔,21076,剔,21076,tī/tì,6,3156,1559,99.31597906
剂,21058,劑,21137,jì,6,1546,12821,94.87214627
衅,34885,釁,37313,xìn,6,3146,1578,99.30786657
亭,20141,亭,20141,tíng,6,2002,7041,97.13483159
滞,28382,滯,28399,zhì/chì,6,2302,4850,98.04439306
膨,33192,膨,33192,péng/pèng,6,2415,4141,98.30635713
胀,32960,脹,33081,zhàng/cháng,6,2083,6327,97.41513068
缉,32521,緝,32221,jī/qì/qī/jí,6,3165,1549,99.32320785
讯,35759,訊,35338,xùn,6,1238,20488,92.26364178
铜,38108,銅,37509,tóng,6,1772,9416,96.15838003
掷,25527,擲,25842,zhì,6,2614,3170,98.68055608
秃,31171,禿,31167,tū,6,2521,3640,98.51763853
壤,22756,壤,22756,rǎng,6,2412,4165,98.29993608
拖,25302,拖,25302,tuō/chǐ,6,1492,13973,94.49594995
妥,22949,妥,22949,tuǒ,6,1840,8634,96.47526285
椭,26925,橢,27234,tuǒ/duǒ,6,3312,1301,99.43088107
唾,21822,唾,21822,tuò,6,3040,1809,99.2157584
挖,25366,挖,25366,wā,6,1860,8449,96.56337679
掘,25496,掘,25496,jué/kū,6,2212,5436,97.80580474
哇,21703,哇,21703,wa,6,2433,4055,98.34446952
娃,23043,娃,23043,wá/wa/wā/guì,6,1833,8662,96.44397927
瓦,29926,瓦,29926,wǎ/wà,6,1195,22229,91.79192031
丸,20024,丸,20024,wán,6,2462,3847,98.40353238
顽,39037,頑,38929,wán/kūn,6,2024,6868,97.21368628
挽,25405,挽,25405,wǎn,6,2222,5389,97.83379278
惋,24779,惋,24779,wǎn/lì,6,3592,925,99.58902869
妄,22916,妄,22916,wàng/wáng,6,2097,6228,97.46053387
伪,20266,僞,20702,wěi,6,1556,12654,94.93792217
畏,30031,畏,30031,wèi/wēi/wěi,6,2039,6722,97.26638079
蔚,34074,蔚,34074,wèi/yù,6,3188,1518,99.34140334
雅,38597,雅,38597,yā/yǎ/yá,6,1139,24527,91.11473851
窝,31389,窩,31401,wō,6,1962,7456,96.98495253
乌,20044,烏,28879,wū/yā/wù,6,1244,20291,92.32689835
诬,35820,誣,35491,wū,6,3069,1725,99.24215837
耻,32827,恥,24677,chǐ,6,2169,5735,97.68190963
衷,34935,衷,34935,zhōng/zhòng,6,2157,5781,97.64622562
赖,36182,賴,36084,lài,6,1365,17123,93.48773316
侠,20384,俠,20448,xiá,6,1216,20999,92.02718416
侮,20398,侮,20398,wǔ,6,2621,3144,98.69198272
辱,36785,辱,36785,rǔ,6,1907,8029,96.76338349
蹈,36424,蹈,36424,dǎo,6,2659,3004,98.75240885
昔,26132,昔,26132,xī/cuò,6,2388,4320,98.24759298
牺,29306,犧,29351,xī/suō,6,1814,8926,96.35773041
溪,28330,溪,28330,xī,6,2194,5543,97.75465024
熄,29060,熄,29060,xī,6,2858,2284,99.02436393
膝,33181,膝,33181,xī,6,2307,4809,98.05684293
袭,34989,襲,35186,xí,6,1213,21098,91.99457088
媳,23219,媳,23219,xí,6,2393,4262,98.2586496
悦,24742,悅,24709,yuè,6,1995,7094,97.10929
菌,33740,菌,33740,jūn/jùn,6,1733,9971,95.96370448
峡,23777,峽,23805,xiá,6,1727,10028,95.93269686
狭,29421,狹,29433,xiá,6,2018,6901,97.19234512
隘,38552,隘,38552,ài/è,6,3152,1570,99.31274657
霞,38686,霞,38686,xiá,6,2021,6885,97.20303121
纤,32420,纖,32406,xiān/jiān,6,2106,6166,97.4893126
掀,25472,掀,25472,xiān/hén,6,2468,3831,98.4154329
贤,36132,賢,36066,xián/xiàn,6,1943,7713,96.91027088
弦,24358,弦,24358,xián,6,2258,5117,97.93126053
衔,34900,銜,37532,xián,6,2328,4684,98.10834987
嫌,23244,嫌,23244,xián,6,1826,8748,96.41248018
宪,23466,憲,25010,xiàn/xiǎn,6,1484,14251,94.43775323
阱,38449,阱,38449,jǐng,6,3224,1433,99.36882293
馅,39301,餡,39201,xiàn/kàn,6,3765,742,99.66299253
镇,38215,鎮,37806,zhèn/zhēn/tián,6,1002,31170,89.17328993
镶,38262,鑲,38002,xiāng/ráng,6,2974,1950,99.15162382
嵌,23884,嵌,23884,qiàn/hǎn/kàn,6,2831,2387,98.99174858
巷,24055,巷,24055,xiàng,6,2399,4221,98.27179971
潇,28487,潇,28487,xiāo,6,3216,1457,99.36285819
翼,32764,翼,32764,yì,6,1294,18710,92.83070753
携,25658,攜,25884,xié,6,1964,7449,96.99265418
泄,27844,泄,27844,xiè/yì,6,2010,6955,97.16374468
郎,37070,郎,37070,láng,6,1457,14845,94.23543495
颖,39062,穎,31310,yǐng,6,2514,3658,98.50443312
薪,34218,薪,34218,xīn,6,2167,5741,97.67598107
仰,20208,仰,20208,yǎng/áng,6,1368,16940,93.51415225
旺,26106,旺,26106,wàng,6,2198,5529,97.76609342
腥,33125,腥,33125,xīng,6,2747,2677,98.88173175
刑,21009,刑,21009,xíng,6,1087,26453,90.43218472
勃,21187,勃,21187,bó,6,1533,13183,94.7850933
凶,20982,凶,20982,xiōng,6,1378,16707,93.6011122
汹,27769,洶,27958,xiōng,6,2746,2684,98.88034831
涌,28044,湧,28263,yǒng,6,1642,11228,95.46666003
膛,33179,膛,33179,táng/tāng,6,2865,2266,99.0325865
绣,32483,繡,32353,xiù,6,2434,4046,98.34656043
嗅,21957,嗅,21957,xiù/xù,6,2703,2843,98.81886742
牧,29287,牧,29287,mù,6,1580,12193,95.09231069
酗,37207,酗,37207,xù,6,4193,467,99.79381462
喧,21927,喧,21927,xuān/xuǎn,6,2778,2579,98.92386524
哗,21719,嘩,22057,huā/huá,6,2486,3759,98.45076292
悬,24748,懸,25080,xuán,6,1879,8282,96.64524847
崖,23830,崖,23830,yá,6,2247,5199,97.90195054
炫,28843,炫,28843,xuàn,6,3292,1329,99.41731959
耀,32768,耀,32768,yào,6,1804,9060,96.31115618
霜,38684,霜,38684,shuāng,6,2631,3119,98.70815396
熏,29071,熏,29071,xūn/xùn,6,2997,1900,99.17448484
觅,35269,覓,35219,mì,6,2825,2396,98.98433685
巡,24033,巡,24033,xún/yán/shùn,6,1544,12852,94.8588866
循,24490,循,24490,xún,6,1744,9768,96.01976844
抑,25233,抑,25233,yì,6,1748,9719,96.0399029
榨,27048,榨,27048,zhà,6,3657,849,99.61876864
鸦,40486,鴉,40201,yā/yǎ,6,2397,4236,98.26743494
雀,38592,雀,38592,què/qiāo/qiǎo,6,2331,4675,98.1156045
淹,28153,淹,28153,yān/yǎn,6,2580,3315,98.62370661
峻,23803,峻,23803,jùn,6,2506,3688,98.48926289
岩,23721,岩,23721,yán,6,1423,15279,93.9707438
沿,27839,沿,27839,yán/yàn/yǎn,6,1182,22781,91.6407095
掩,25513,掩,25513,yǎn/yàn,6,1514,13680,94.65307434
谣,35875,謠,35616,yáo,6,2600,3219,98.6574377
遥,36965,遙,36953,yáo,6,1715,10179,95.87012762
蛮,34542,蠻,34875,mán,6,2068,6503,97.36545316
液,28082,液,28082,yè/shì,6,1451,14940,94.18928758
帆,24070,帆,24070,fān/fàn,6,2459,3874,98.39754852
苟,33503,苟,33503,gǒu/gōu,6,2886,2213,99.0568754
裳,35059,裳,35059,shang/cháng,6,2861,2274,99.02789512
仪,20202,儀,20736,yí,6,1283,19064,92.72343688
亦,20134,亦,20134,yì,6,886,37960,87.10388277
毅,27589,毅,27589,yì,6,1946,7686,96.92219621
擎,25806,擎,25806,qíng,6,3052,1768,99.22681709
隐,38544,隱,38577,yǐn/yìn,6,1034,29294,89.67182118
蔽,34109,蔽,34109,bì/biē/piē,6,2121,6016,97.53667079
瞒,30610,瞞,30622,mán/mén/mèn,6,2405,4191,98.28483251
婴,23156,嬰,23344,yīng/yìng,6,2115,6114,97.51787376
恒,24658,恒,24658,héng,6,1764,9483,96.11929919
踊,36362,踴,36404,yǒng,6,3884,639,99.70526297
郁,37057,郁,37057,yù,6,1915,7968,96.79644533
腻,33147,膩,33193,nì,6,2819,2425,98.97688119
漆,28422,漆,28422,qī/qiè,6,2296,4884,98.02931224
紊,32010,紊,32010,wěn/wèn,6,3113,1639,99.28045422
稚,31258,稚,31258,zhì,6,2720,2803,98.84366846
诱,35825,誘,35480,yòu,6,1707,10307,95.82775744
渔,28180,漁,28417,yú,6,1770,9441,96.14863915
愚,24858,愚,24858,yú,6,1895,8144,96.71333801
蠢,34850,蠢,34850,chǔn,6,2195,5542,97.75751427
舆,33286,輿,36671,yú/yù,6,2341,4628,98.13962158
宇,23431,宇,23431,yǔ,6,1156,23891,91.3270974
宙,23449,宙,23449,zhòu,6,1421,15331,93.95493586
绒,32466,絨,32104,róng,6,2678,2929,98.78156639
兆,20806,兆,20806,zhào,6,2246,5204,97.89926378
欲,27442,欲,27442,yù,6,1045,28856,89.83674437
愈,24840,愈,24840,yù,6,1301,18540,92.8981268
冤,20900,冤,20900,yuān,6,2396,4243,98.26524584
枉,26505,枉,26505,wang/wǎng/kuáng,6,2918,2124,99.09258008
宵,23477,宵,23477,xiāo,6,3131,1604,99.29553556
谱,35889,譜,35676,pǔ,6,2274,5009,97.97311857
岳,23731,嶽,23997,yuè,6,1844,8577,96.49305525
酝,37213,醞,37278,yùn,6,3362,1206,99.46329693
酿,37247,釀,37312,niàng/niáng,6,2764,2633,98.90501809
蕴,34164,蘊,34314,yùn,6,2633,3110,98.71136939
熨,29096,熨,29096,yùn,6,4498,325,99.85582418
砸,30776,砸,30776,zá,6,2456,3881,98.39153934
咋,21643,咋,21643,zǎ,6,2830,2389,98.99051502
栽,26685,栽,26685,zāi/zài,6,2401,4215,98.27615776
宰,23472,宰,23472,zǎi,6,2080,6390,97.40529316
攒,25874,攢,25890,zǎn,6,3548,977,99.56739193
遭,36973,遭,36973,zāo,6,1048,28642,89.88127575
殃,27523,殃,27523,yāng,6,3562,964,99.57440264
蹋,36427,蹋,36427,tà,6,3678,826,99.62788783
噪,22122,噪,22122,zào,6,2799,2501,98.95142229
贼,36156,賊,36042,zéi,6,2001,7045,97.1311929
赠,36192,贈,36104,zèng,6,2123,6004,97.54288048
扎,25166,紮,32046,zhā,6,1411,15600,93.87514579
渣,28195,渣,28195,zhā,6,3196,1495,99.34762595
眨,30504,眨,30504,zhǎ,6,2371,4393,98.20929403
诈,35784,詐,35408,zhà,6,2403,4200,98.28049927
债,20538,債,20661,zhài,6,1223,20902,92.10297432
券,21048,券,21048,quàn/xuàn,6,1481,14293,94.41565291
沾,27838,沾,27838,zhān/tiān/diàn/chān,6,2402,4201,98.27832877
瞻,30651,瞻,30651,zhān,6,2960,2005,99.13732644
斩,26025,斬,26028,zhǎn/zhàn,6,2463,3844,98.4055189
钉,38025,釘,37336,dīng/dìng/líng,6,2267,5059,97.95493497
崭,23853,嶄,23940,zhǎn/chán,6,3035,1827,99.21106444
役,24441,役,24441,yì,6,1245,20254,92.33736532
帐,24080,帳,24115,zhàng,6,1603,11798,95.23434547
篷,31735,篷,31735,peng/péng,6,2579,3315,98.62199347
蓬,34028,蓬,34028,péng/pèng,6,2398,4225,98.26961836
沼,27836,沼,27836,zhǎo,6,2480,3791,98.43908151
泽,27901,澤,28580,zé/shì/yì/duó,6,951,34311,88.31460234
遮,36974,遮,36974,zhē,6,2135,5914,97.57980529
侦,20390,偵,20597,zhēn/zhēng,6,1479,14329,94.40087492
稀,31232,稀,31232,xī,6,1788,9234,96.2355283
珠,29664,珠,29664,zhū,6,1286,18916,92.75284764
斟,26015,斟,26015,zhēn,6,3167,1547,99.32480782
酌,37196,酌,37196,zhuó,6,2984,1928,99.16163291
枕,26517,枕,26517,zhěn/chén,6,2605,3206,98.66572951
撼,25788,撼,25788,hàn,6,2987,1922,99.16461476
蒸,33976,蒸,33976,zhēng,6,2358,4443,98.1796223
宗,23447,宗,23447,zōng/zong,6,727,50799,83.50297047
郑,37073,鄭,37165,zhèng,6,1132,24716,91.02570986
撑,25745,撐,25744,chēng/cheng,6,2183,5628,97.72293152
援,25588,援,25588,yuán/huàn,6,1197,22180,91.81484852
柱,26609,柱,26609,zhù/zhǔ,6,1691,10504,95.74173959
枝,26525,枝,26525,zhī,6,1491,13982,94.48872891
脂,33026,脂,33026,zhī/zhǐ,6,2206,5492,97.78885832
肪,32938,肪,32938,fáng,6,3005,1882,99.18229192
侄,20356,侄,20356,zhí,6,2664,2987,98.76013737
央,22830,央,22830,yāng/yīng,6,800,44052,85.28923673
忠,24544,忠,24544,zhōng,6,1322,18021,93.0963449
肿,32959,腫,33131,zhǒng,6,1792,9202,96.25456821
瘤,30244,瘤,30244,liú,6,2141,5875,97.59806176
舟,33311,舟,33311,zhōu,6,2224,5363,97.83934771
州,24030,州,24030,zhōu,6,721,51533,83.34436497
粥,31909,粥,31909,zhōu,6,3021,1854,99.19774482
昼,26172,晝,26205,zhòu,6,2651,3036,98.73991712
皱,30385,皺,30394,zhòu/zhōu,6,1954,7609,96.95384827
纹,32441,紋,32011,wén/wèn,6,1768,9463,96.13887811
株,26666,株,26666,zhū,6,2482,3771,98.44297962
诸,35832,諸,35576,zhū/chú,6,1021,29957,89.47327957
拄,25284,拄,25284,zhǔ,6,4240,444,99.80483351
宅,23429,宅,23429,zhái/chè/dù,6,1858,8464,96.55463847
驻,39547,駐,39376,zhù,6,1288,18901,92.77238729
铸,38136,鑄,37956,zhù,6,2530,3604,98.5344909
拽,25341,拽,25341,zhuài,6,3248,1396,99.38633522
砖,30742,磚,30938,zhuān,6,2355,4512,98.1726767
庄,24196,莊,33674,zhuāng,6,1024,29679,89.51942331
稼,31292,稼,31292,jia/jià,6,2800,2500,98.95271425
卸,21368,卸,21368,xiè,6,2479,3795,98.43712238
幢,24162,幢,24162,zhuàng,6,2566,3376,98.59957895
悼,24764,悼,24764,dào,6,2963,1997,99.14042767
坠,22368,墜,22684,zhuì,6,2279,4980,97.986032
卓,21331,卓,21331,zhuō,6,1942,7714,96.90628491
琢,29730,琢,29730,zuó/zhuó,6,2921,2117,99.09586477
滋,28363,滋,28363,zī/cí/xuán,6,1931,7874,96.8619401
旨,26088,旨,26088,zhǐ,6,1685,10590,95.7090705
棕,26837,棕,26837,zōng,6,2774,2590,98.91852323
廊,24266,廊,24266,láng,6,2075,6413,97.38875706
揍,25549,揍,25549,zòu,6,3540,986,99.56333362
赁,36161,賃,36035,lìn,6,3101,1668,99.2701888
挠,25376,撓,25747,náo/xiāo/rào,6,2794,2523,98.94495007
祖,31062,祖,31062,zǔ/jiē,6,1025,29644,89.53474289
钻,38075,鑽,38013,zuān/zuàn,6,1724,10064,95.91714059
唇,21767,唇,21767,chún/zhēn/zhèn,6,1880,8279,96.64952694
铭,38125,銘,37528,míng,6,2061,6555,97.34183814
